Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change ,Open_Nify,High_Nifty,Low_Nifty,Close_nifty
25-Jul-24,11.7625,13.2175,11.275,12.6175,11.7625,0.86,7.27,24423.35,24861.15,24410.9,24834.85
26-Jul-24,12.6175,13.135,11.9775,12.2475,12.6175,-0.37,-2.93,24943.3,24999.75,24774.6,24836.1
29-Jul-24,12.2475,13.255,12.0275,12.945,12.2475,0.7,5.7,24839.4,24971.75,24798.65,24857.3
30-Jul-24,12.945,13.26,11.715,12.88,12.945,-0.06,-0.5,24886.7,24984.6,24856.5,24951.15
31-Jul-24,12.88,13.3875,11.6225,13.25,12.88,0.37,2.87,25030.95,25078.3,24956.4,25010.9
01-Aug-24,13.25,13.305,11.9825,12.93,13.25,-0.32,-2.42,24789,24851.9,24686.85,24717.7
02-Aug-24,12.93,14.51,11.6925,14.32,12.93,1.39,10.75,24302.85,24350.05,23893.7,24055.6
05-Aug-24,14.32,23.1525,13.9075,20.3675,14.32,6.05,42.23,24189.85,24382.6,23960.4,23992.55
06-Aug-24,20.3675,20.3675,14.8675,18.7425,20.3675,-1.63,-7.98,24289.4,24337.7,24184.9,24297.5
07-Aug-24,18.7425,18.7425,13.7225,16.17,18.7425,-2.57,-13.73,24248.55,24340.5,24079.7,24117
08-Aug-24,16.17,17.23,14.38,16.6025,16.17,0.43,2.67,24386.85,24419.75,24311.2,24367.5
09-Aug-24,16.6025,16.6025,13.4325,15.335,16.6025,-1.27,-7.63,24320.05,24472.8,24212.1,24347
12-Aug-24,15.335,16.5575,13.395,15.8675,15.335,0.53,3.47,24342.35,24359.95,24116.5,24139
13-Aug-24,15.8675,16.375,14.2225,16.1675,15.8675,0.3,1.89,24184.4,24196.5,24099.7,24143.75
14-Aug-24,16.1675,16.22,13.8225,15.435,16.1675,-0.73,-4.53,24334.85,24563.9,24204.5,24541.15
16-Aug-24,15.435,15.435,12.95,14.4025,15.435,-1.03,-6.69,24636.35,24638.8,24522.95,24572.65
19-Aug-24,14.4025,14.83,13.1975,14.315,14.4025,-0.09,-0.61,24648.9,24734.3,24607.2,24698.85
20-Aug-24,14.315,14.315,11.425,13.82,14.315,-0.49,-3.46,24680.55,24787.95,24654.5,24770.2
21-Aug-24,13.82,14.045,11.8225,13.3325,13.82,-0.49,-3.53,24863.4,24867.35,24784.45,24811.5
22-Aug-24,13.3325,13.7825,10.9575,13,13.3325,-0.33,-2.49,24845.4,24858.4,24771.65,24823.15
23-Aug-24,13,13.62,10.84,13.5525,13,0.55,4.25,24906.1,25043.8,24874.7,25010.6
26-Aug-24,13.5525,13.9925,12.01,13.795,13.5525,0.24,1.79,25024.8,25073.1,24973.65,25017.75
27-Aug-24,13.795,14.01,12.71,13.6325,13.795,-0.16,-1.18,25030.8,25129.6,24964.65,25052.35
28-Aug-24,13.6325,14.085,12.035,13.95,13.6325,0.32,2.33,25035.3,25192.9,24998.5,25151.95
29-Aug-24,13.95,14.135,12.4825,13.7875,13.95,-0.16,-1.16,25249.7,25268.35,25199.4,25235.9
30-Aug-24,13.7875,13.905,12.54,13.3925,13.7875,-0.39,-2.86,25333.6,25333.65,25235.5,25278.7
02-Sep-24,13.3925,14.25,12.6275,14.06,13.3925,0.67,4.98,25313.4,25321.7,25235.8,25279.85
03-Sep-24,14.06,14.15,12.69,13.8425,14.06,-0.22,-1.55,25089.95,25216,25083.8,25198.7
04-Sep-24,13.8425,14.555,12.805,14.3775,13.8425,0.54,3.86,25250.5,25275.45,25127.75,25145.1
05-Sep-24,14.3775,14.3775,13.335,14.2075,14.3775,-0.17,-1.18,25093.7,25168.75,24801.3,24852.15
06-Sep-24,14.2075,15.6725,12.3525,15.2175,14.2075,1.01,7.11,24823.4,24957.5,24753.15,24936.4
09-Sep-24,15.2175,15.5625,14.11,14.2375,15.2175,-0.98,-6.44,24999.4,25130.5,24896.8,25041.1
10-Sep-24,14.2375,14.2375,12.1675,13.36,14.2375,-0.88,-6.16,25034,25113.7,24885.15,24918.45
11-Sep-24,13.36,13.765,11.325,13.6275,13.36,0.27,2,25059.65,25433.35,24941.45,25388.9
12-Sep-24,13.6275,13.6275,11.14,13.1825,13.6275,-0.45,-3.27,25430.45,25430.5,25292.45,25356.5
13-Sep-24,13.1825,13.1825,12.4675,12.55,13.1825,-0.63,-4.8,25406.65,25445.7,25336.2,25383.75
16-Sep-24,12.55,12.955,12.31,12.46,12.55,-0.09,-0.72,25416.9,25441.65,25352.25,25418.55
17-Sep-24,12.46,12.75,11.8825,12.59,12.46,0.13,1.04,25402.4,25482.2,25285.55,25377.55
18-Sep-24,12.59,13.8475,12.26,13.3725,12.59,0.78,6.22,25487.05,25611.95,25376.05,25415.8
19-Sep-24,13.3725,13.3725,12.1,12.47,13.3725,-0.9,-6.75,25525.95,25849.25,25426.6,25790.95
20-Sep-24,12.47,13.11,10.9025,12.79,12.47,0.32,2.57,25872.55,25956,25847.35,25939.05
23-Sep-24,12.79,14.03,12.4275,13.785,12.79,1,7.78,25921.45,26011.55,25886.85,25940.4
24-Sep-24,13.785,14.105,12.7425,13.3925,13.785,-0.39,-2.85,25899.45,26032.8,25871.35,26004.15
25-Sep-24,13.3925,13.61,8.98,12.7425,13.3925,-0.65,-4.85,26005.4,26250.9,25998.4,26216.05
26-Sep-24,12.7425,12.7425,11.3525,12.0025,12.7425,-0.74,-5.81,26248.25,26277.35,26151.4,26178.95
27-Sep-24,12.0025,12.08,10.5025,11.9625,12.0025,-0.04,-0.33,26061.3,26134.7,25794.1,25810.85
30-Sep-24,11.9625,13.2375,11.6,12.7875,11.9625,0.82,6.9,25788.45,25907.6,25739.2,25796.9
01-Oct-24,12.7875,12.7875,11.7125,11.9875,12.7875,-0.8,-6.26,25452.85,25639.45,25230.3,25250.1
03-Oct-24,11.9875,13.9275,11.685,13.17,11.9875,1.18,9.86,25181.9,25485.05,24966.8,25014.6
04-Oct-24,13.17,14.48,12.285,14.1275,13.17,0.96,7.27,25084.1,25143,24694.35,24795.75
07-Oct-24,14.1275,15.5,13.6175,15.08,14.1275,0.95,6.74,24832.2,25044,24756.8,25013.15
08-Oct-24,15.08,15.555,13.8775,14.5875,15.08,-0.49,-3.27,25065.8,25234.05,24947.7,24981.95
09-Oct-24,14.5875,14.5875,12.7,14.1225,14.5875,-0.46,-3.19,25067.05,25134.05,24979.4,24998.45
10-Oct-24,14.1225,14.1225,11.7275,13.495,14.1225,-0.63,-4.44,24985.3,25028.65,24920.05,24964.25
11-Oct-24,13.495,13.7025,11.535,13.22,13.495,-0.27,-2.04,25023.45,25159.75,25017.5,25127.95
14-Oct-24,13.22,13.735,12.915,12.995,13.22,-0.23,-1.7,25186.3,25212.05,25008.15,25057.35
15-Oct-24,12.995,13.3625,10.9225,13.0025,12.995,0.01,0.06,25008.55,25093.4,24908.45,24971.3
16-Oct-24,13.0025,13.56,11.435,13.0525,13.0025,0.05,0.38,25027.4,25029.5,24728.9,24749.85
17-Oct-24,13.0525,13.465,11.0625,13.3875,13.0525,0.33,2.57,24664.95,24886.2,24567.65,24854.05
18-Oct-24,13.3875,14.06,12.8675,13.0375,13.3875,-0.35,-2.61,24956.15,24978.3,24679.6,24781.1
21-Oct-24,13.0375,14.195,12.5525,13.7625,13.0375,0.72,5.56,24798.65,24882,24445.8,24472.1
22-Oct-24,13.7625,14.515,9.47,14.395,13.7625,0.63,4.6,24378.15,24604.25,24378.1,24435.5
23-Oct-24,14.395,15.0325,11.74,14.6225,14.395,0.23,1.58,24412.7,24480.65,24341.2,24399.4
24-Oct-24,14.6225,14.8975,12.695,13.97,14.6225,-0.65,-4.46,24418.05,24440.25,24073.9,24180.8
25-Oct-24,13.97,15.08,13.35,14.6325,13.97,0.66,4.74,24251.1,24492.6,24134.9,24339.15
28-Oct-24,14.6325,15.4775,13.535,14.29,14.6325,-0.34,-2.34,24328.85,24484.5,24140.85,24466.85
29-Oct-24,14.29,15.0275,13.5575,14.515,14.29,0.23,1.57,24371.45,24498.2,24307.3,24340.85
30-Oct-24,14.515,15.7,14.28,15.51,14.515,0.99,6.85,24349.85,24372.45,24172.6,24205.35
31-Oct-24,15.51,16.24,14.6525,15.55,15.51,0.04,0.26,24302.75,24368.25,24280.2,24304.35
01-Nov-24,15.55,16.125,13.6325,15.9025,15.55,0.35,2.27,24315.75,24316.75,23816.15,23995.35
04-Nov-24,15.9025,17.6,14.7775,16.6875,15.9025,0.79,4.94,23916.5,24229.05,23842.75,24213.3
05-Nov-24,16.6875,19.02,15.795,16.1225,16.6875,-0.57,-3.39,24308.75,24537.6,24204.05,24484.05
06-Nov-24,16.1225,20.75,14.7125,14.8675,16.1225,-1.25,-7.78,24489.6,24503.35,24179.05,24199.35
07-Nov-24,14.8675,15.5225,14.2675,14.94,14.8675,0.07,0.49,24207.7,24276.15,24066.65,24148.2
08-Nov-24,14.94,15.725,14.3925,14.47,14.94,-0.47,-3.15,24087.25,24336.8,24004.6,24141.3
11-Nov-24,14.47,15.47,13.1175,14.27,14.47,-0.2,-1.38,24225.8,24242,23839.15,23883.45
12-Nov-24,14.27,14.8375,12.74,14.59,14.27,0.32,2.24,23822.45,23873.6,23509.6,23559.05
13-Nov-24,14.59,15.865,13.9325,15.435,14.59,0.85,5.79,23542.15,23675.9,23484.15,23532.7
14-Nov-24,15.435,15.685,13.4075,14.775,15.435,-0.66,-4.28,23605.3,23606.8,23350.4,23453.8
18-Nov-24,14.775,16.58,13.755,15.1675,14.775,0.39,2.66,23529.55,23780.65,23464.8,23518.5
19-Nov-24,15.1675,16.185,12.7325,15.6625,15.1675,0.49,3.26,23488.45,23507.3,23263.15,23349.9
21-Nov-24,15.6625,16.78,14.8375,15.99,15.6625,0.33,2.09,23411.8,23956.1,23359,23907.25
22-Nov-24,15.99,18.67,12.7525,16.0975,15.99,0.11,0.67,24253.55,24351.55,24135.45,24221.9
25-Nov-24,16.0975,16.865,13.63,15.3025,16.0975,-0.79,-4.94,24343.3,24343.3,24125.4,24194.5
26-Nov-24,15.3025,16.26,13.8725,15.305,15.3025,0,0.02,24204.8,24354.55,24145.65,24274.9
27-Nov-24,15.305,15.305,13.245,14.625,15.305,-0.68,-4.44,24274.15,24345.75,23873.35,23914.15
28-Nov-24,14.625,15.5625,14.27,15.205,14.625,0.58,3.97,23927.15,24188.45,23927.15,24131.1
29-Nov-24,15.205,15.4575,14.3325,14.425,15.205,-0.78,-5.13,24140.85,24301.7,24008.65,24276.05
02-Dec-24,14.425,15.08,13.3125,14.7,14.425,0.27,1.91,24367.5,24481.35,24280,24457.15
03-Dec-24,14.7,14.89,14.235,14.3725,14.7,-0.33,-2.23,24488.75,24573.2,24366.3,24467.45
04-Dec-24,14.3725,14.7975,14.11,14.45,14.3725,0.08,0.54,24539.15,24857.75,24295.55,24708.4
05-Dec-24,14.45,15.705,14.055,14.5275,14.45,0.08,0.54,24729.45,24751.05,24620.5,24677.8
06-Dec-24,14.5275,15.0225,14.045,14.14,14.5275,-0.39,-2.67,24633.9,24705,24580.05,24619
09-Dec-24,14.14,14.635,13.45,14.1075,14.14,-0.03,-0.23,24652.65,24677.8,24510.65,24610.05
10-Dec-24,14.1075,14.6725,13.6975,13.7775,14.1075,-0.33,-2.34,24620.5,24691.75,24583.85,24641.8
11-Dec-24,13.7775,14.11,13.175,13.2675,13.7775,-0.51,-3.7,24604.45,24675.25,24527.95,24548.7
12-Dec-24,13.2675,13.4,12.9475,13.19,13.2675,-0.08,-0.58,24498.35,24792.3,24180.8,24768.3
13-Dec-24,13.19,14.72,12.47,13.0525,13.19,-0.14,-1.04,24753.4,24781.25,24601.75,24668.25
16-Dec-24,13.0525,14.505,13.0525,14.02,13.0525,0.97,7.41,24584.8,24624.1,24303.45,24336
17-Dec-24,14.02,14.975,13.18,14.485,14.02,0.46,3.32,24297.95,24394.45,24149.85,24198.85
18-Dec-24,14.485,15.2425,14.27,14.3725,14.485,-0.11,-0.78,23877.15,24004.9,23870.3,23951.7
19-Dec-24,14.3725,15.435,13.87,14.51,14.3725,0.14,0.96,23960.7,24065.8,23537.35,23587.5
20-Dec-24,14.51,15.5525,14.3975,15.0725,14.51,0.56,3.88,23738.2,23869.55,23647.2,23753.45
23-Dec-24,15.0725,16.8825,13.4175,13.52,15.0725,-1.55,-10.3,23769.1,23867.65,23685.15,23727.65
24-Dec-24,13.52,15.03,12.975,13.1775,13.52,-0.34,-2.53,23775.8,23854.5,23653.6,23750.2
26-Dec-24,13.1775,14.3875,13.0825,14.035,13.1775,0.86,6.51,23801.4,23938.85,23800.6,23813.4
27-Dec-24,14.035,14.2375,13.035,13.2375,14.035,-0.8,-5.68,23796.9,23915.35,23599.3,23644.9
30-Dec-24,13.2375,14.37,13.2375,13.9725,13.2375,0.73,5.55,23560.6,23689.85,23460.45,23644.8
31-Dec-24,13.9725,14.6375,13.9725,14.4475,13.9725,0.47,3.4,23637.65,23822.8,23562.8,23742.9
01-Jan-25,14.4475,14.835,14.305,14.5075,14.4475,0.06,0.42,23783,24226.7,23751.55,24188.65
02-Jan-25,14.5075,14.8025,13.63,13.7375,14.5075,-0.77,-5.31,24196.4,24196.45,23976,24004.75
03-Jan-25,13.7375,13.9775,13.225,13.54,13.7375,-0.2,-1.44,24045.8,24089.95,23551.9,23616.05
06-Jan-25,13.54,15.92,13.54,15.65,13.54,2.11,15.58,23679.9,23795.2,23637.8,23707.9
07-Jan-25,15.65,15.65,14.345,14.66,15.65,-0.99,-6.33,23746.65,23751.85,23496.15,23688.95
08-Jan-25,14.66,14.88,14.095,14.465,14.66,-0.2,-1.33,23674.75,23689.5,23503.05,23526.5
09-Jan-25,14.465,14.885,13.7475,14.6575,14.465,0.19,1.33,23551.9,23596.6,23344.35,23431.5
10-Jan-25,14.6575,15.515,14.6575,14.915,14.6575,0.26,1.76,23195.4,23340.95,23047.25,23085.95
13-Jan-25,14.915,16.185,14.45,15.9975,14.915,1.08,7.26,23165.9,23264.95,23134.15,23176.05
14-Jan-25,15.9975,15.9975,15.115,15.47,15.9975,-0.53,-3.3,23250.45,23293.65,23146.45,23213.2
15-Jan-25,15.47,15.6625,15.1975,15.2575,15.47,-0.21,-1.37,23377.25,23391.65,23272.05,23311.8
16-Jan-25,15.2575,15.5725,13.9575,15.465,15.2575,0.21,1.36,23277.1,23292.1,23100.35,23203.2
17-Jan-25,15.465,16.3825,14.0525,15.7475,15.465,0.28,1.83,23290.4,23391.1,23170.65,23344.75
20-Jan-25,15.7475,17.02,15.1825,16.415,15.7475,0.67,4.24,23421.65,23426.3,22976.85,23024.65
21-Jan-25,16.415,17.445,15.2025,17.055,16.415,0.64,3.9,23099.15,23169.55,22981.3,23155.35
22-Jan-25,17.055,17.295,15.905,16.7725,17.055,-0.28,-1.66,23128.3,23270.8,23090.65,23205.35
23-Jan-25,16.7725,17.0825,15.6675,16.695,16.7725,-0.08,-0.46,23183.9,23347.3,23050,23092.2
24-Jan-25,16.695,17.31,16.1175,16.745,16.695,0.05,0.3,22940.15,23007.45,22786.9,22829.15
27-Jan-25,16.745,18.5225,16.745,18.1325,16.745,1.39,8.29,22960.45,23137.95,22857.65,22957.25
28-Jan-25,18.1325,18.5025,16.8275,18.195,18.1325,0.06,0.34,23026.75,23183.35,22976.5,23163.1
29-Jan-25,18.195,19.01,17.2875,18.64,18.195,0.45,2.45,23169.5,23322.05,23139.2,23249.5
30-Jan-25,18.64,18.985,17.2175,17.39,18.64,-1.25,-6.71,23296.75,23546.8,23277.4,23508.4
31-Jan-25,17.39,17.9425,16.1075,16.2475,17.39,-1.14,-6.57,23528.6,23632.45,23318.3,23482.15
01-Feb-25,16.2475,16.58,14.0125,14.095,16.2475,-2.15,-13.25,23319.35,23381.6,23222,23361.05
03-Feb-25,14.095,15.1125,14.095,14.3525,14.095,0.26,1.83,23509.9,23762.75,23423.15,23739.25
04-Feb-25,14.3525,15.1325,13.665,14.0175,14.3525,-0.33,-2.33,23801.75,23807.3,23680.45,23696.3
05-Feb-25,14.0175,14.2975,13.4975,14.0825,14.0175,0.06,0.46,23761.95,23773.55,23556.25,23603.35
06-Feb-25,14.0825,14.64,13.15,14.175,14.0825,0.09,0.66,23649.5,23694.5,23443.2,23559.95
07-Feb-25,14.175,14.505,13.55,13.685,14.175,-0.49,-3.46,23543.8,23568.6,23316.3,23381.6
10-Feb-25,13.685,14.7175,13.685,14.445,13.685,0.76,5.55,23383.55,23390.05,22986.65,23071.8
11-Feb-25,14.445,15.4325,13.845,14.87,14.445,0.42,2.94,23050.8,23144.7,22798.35,23045.25
12-Feb-25,14.87,15.6225,14.6075,14.895,14.87,0.03,0.17,23055.75,23235.5,22992.2,23031.4
13-Feb-25,14.895,15.465,12.195,14.955,14.895,0.06,0.4,23096.45,23133.7,22774.85,22929.25
14-Feb-25,14.955,15.6775,14.3575,15.015,14.955,0.06,0.4,22809.9,22974.2,22725.45,22959.5
17-Feb-25,15.015,16.31,14.4975,15.7225,15.015,0.71,4.71,22963.65,22992.5,22801.5,22945.3
18-Feb-25,15.7225,16.3225,14.78,15.665,15.7225,-0.06,-0.37,22847.25,23049.95,22814.85,22932.9
19-Feb-25,15.665,16.0225,14.7525,15.42,15.665,-0.24,-1.56,22821.1,22923.85,22812.75,22913.15
20-Feb-25,15.42,15.9025,14.6375,14.6825,15.42,-0.74,-4.78,22857.2,22921,22720.3,22795.9
21-Feb-25,14.6825,15.2425,12.0825,14.53,14.6825,-0.15,-1.04,22609.35,22668.05,22518.8,22553.35
24-Feb-25,14.53,15.58,14.365,14.44,14.53,-0.09,-0.62,22516.45,22625.3,22513.9,22547.55
25-Feb-25,14.4425,15.0775,13.605,13.72,14.44,-0.72,-4.99,22568.95,22613.3,22508.4,22545.05
27-Feb-25,13.715,14.0075,12.91,13.31,13.72,-0.41,-2.99,22433.4,22450.35,22104.85,22124.7
28-Feb-25,13.3075,14.1225,13.2325,13.91,13.31,0.6,4.51,22194.55,22261.55,22004.7,22119.3
03-Mar-25,13.91,14.36,13.5675,13.76,13.91,-0.15,-1.08,21974.45,22105.05,21964.6,22082.65
04-Mar-25,13.7625,14.1975,13.3725,13.83,13.76,0.07,0.51,22073.05,22394.9,22067.8,22337.3
05-Mar-25,13.83,14.13,13.095,13.67,13.83,-0.16,-1.16,22476.35,22556.45,22245.85,22544.7
06-Mar-25,13.67,14.1775,13.28,13.73,13.67,0.06,0.44,22508.65,22633.8,22464.75,22552.5
07-Mar-25,13.725,13.86,13.3325,13.47,13.73,-0.26,-1.89,22521.85,22676.75,22429.05,22460.3
10-Mar-25,13.47,14.2075,13.47,13.99,13.47,0.52,3.86,22345.95,22522.1,22314.7,22497.9
11-Mar-25,13.985,14.5025,13.675,14.07,13.99,0.08,0.57,22536.35,22577.4,22329.55,22470.5
12-Mar-25,14.0725,14.3725,13.635,13.69,14.07,-0.38,-2.7,22541.5,22558.05,22377.35,22397.2
13-Mar-25,13.6925,13.9275,13.2225,13.28,13.69,-0.41,-2.99,22353.15,22577,22353.15,22508.75
17-Mar-25,13.28,14.0975,13.28,13.42,13.28,0.14,1.05,22662.25,22857.8,22599.2,22834.3
18-Mar-25,13.415,13.6525,11.3425,13.21,13.42,-0.21,-1.56,22874.95,22940.7,22807.95,22907.6
19-Mar-25,13.21,13.5725,12.585,13.3,13.21,0.09,0.68,23036.6,23216.7,22973.95,23190.65
20-Mar-25,13.2975,13.2975,12.5125,12.6,13.3,-0.7,-5.26,23168.25,23402.7,23132.8,23350.4
21-Mar-25,12.6025,12.835,10.695,12.58,12.6,-0.02,-0.16,23515.4,23708.75,23433.5,23658.35
24-Mar-25,12.575,13.9525,12.575,13.7,12.58,1.12,8.9,23751.5,23869.6,23601.4,23668.65
25-Mar-25,13.7,14.475,13.49,13.64,14.68,-1.04,-7.08,23700.95,23736.5,23451.7,23486.85
26-Mar-25,13.635,13.915,13.305,13.47,13.64,-0.17,-1.25,23433.95,23646.45,23412.2,23591.95
27-Mar-25,13.47,13.85,12.9775,13.3,13.47,-0.17,-1.26,23600.4,23649.2,23450.2,23519.35
