,Date,FIIcall,FIIput,FIIFuture,FIIFutOI,FIICash,DIIcash
1378,22 Jan 2020,-20.3,20.4,-927.0,17783.0,-176.0,-326.0
1377,23 Jan 2020,28.0,-26.0,-417.0,18272.0,1352.0,-985.0
1376,24 Jan 2020,-10.6,-1.4,-581.0,18511.0,659.0,418.0
1375,27 Jan 2020,2.2,2.6,-2269.0,18871.0,-439.0,11.0
1374,28 Jan 2020,-18.3,11.0,-541.0,19450.0,-1358.0,712.0
1373,29 Jan 2020,1.8,-8.9,440.0,19800.0,-1014.0,1521.0
1372,30 Jan 2020,-4.8,-79.5,-1534.0,9558.0,-962.0,292.0
1371,31 Jan 2020,5.9,10.8,-2283.0,12172.0,-4179.0,3816.0
1370,01 Feb 2020,-30.6,11.6,-1410.0,14757.0,-1200.0,37.0
1369,03 Feb 2020,18.9,18.5,406.0,15016.0,-1200.0,1287.0
1368,04 Feb 2020,34.3,-13.4,680.0,14892.0,366.0,602.0
1367,05 Feb 2020,8.2,-0.3,-320.0,14921.0,249.0,263.0
1366,06 Feb 2020,2.2,-16.5,219.0,14616.0,-560.0,304.0
1365,07 Feb 2020,11.7,2.0,-428.0,14616.0,162.0,-179.0
1364,10 Feb 2020,4.3,12.4,-410.0,14666.0,-185.0,-736.0
1363,11 Feb 2020,1.1,10.5,1404.0,14660.0,-209.0,345.0
1362,12 Feb 2020,7.5,-1.1,1145.0,13917.0,49.0,339.0
1361,13 Feb 2020,-17.8,-6.2,-1235.0,13217.0,1061.0,-960.0
1360,14 Feb 2020,-8.1,17.0,109.0,12842.0,-705.0,220.0
1359,17 Feb 2020,5.9,6.7,520.0,12528.0,-374.0,-154.0
1358,18 Feb 2020,-7.4,20.7,-460.0,13993.0,-74.0,-309.0
1357,19 Feb 2020,16.3,2.1,994.0,13754.0,-191.0,590.0
1356,20 Feb 2020,-18.2,-14.4,-753.0,13271.0,1495.0,-700.0
1355,24 Feb 2020,-3.4,19.6,-1238.0,16350.0,-1161.0,516.0
1354,25 Feb 2020,3.2,-15.9,1470.0,17428.0,-2315.0,1565.0
1353,26 Feb 2020,8.3,13.0,-1262.0,20483.0,-3337.0,2786.0
1352,27 Feb 2020,-19.7,-46.0,-2201.0,15553.0,-3127.0,3498.0
1351,28 Feb 2020,-17.2,16.5,-1631.0,16511.0,-1429.0,7621.0
1350,02 Mar 2020,30.0,22.9,3159.0,14697.0,-1355.0,1139.0
1349,03 Mar 2020,6.7,9.1,241.0,15251.0,-2416.0,3135.0
1348,04 Mar 2020,15.1,-2.0,-1554.0,16326.0,-878.0,764.0
1347,05 Mar 2020,-43.3,-22.3,-342.0,16871.0,-2477.0,2511.0
1346,06 Mar 2020,-5.0,23.1,-2982.0,19223.0,-3595.0,2544.0
1345,09 Mar 2020,16.8,12.5,222.0,18486.0,-6596.0,4975.0
1344,11 Mar 2020,4.9,-7.6,1216.0,18400.0,-3515.0,2835.0
1343,12 Mar 2020,-34.2,-25.0,-14.0,16678.0,-3475.0,3918.0
1342,13 Mar 2020,19.4,-12.8,2498.0,14709.0,-6028.0,5868.0
1341,16 Mar 2020,-16.7,0.1,654.0,16825.0,-3810.0,2615.0
1340,17 Mar 2020,7.4,-9.6,859.0,16142.0,-4045.0,3422.0
1339,18 Mar 2020,1.6,-3.3,300.0,16454.0,-5085.0,3636.0
1338,19 Mar 2020,-43.6,-10.1,45.0,15732.0,-4623.0,4367.0
1337,20 Mar 2020,24.1,-6.1,2428.0,17684.0,-3346.0,2431.0
1336,23 Mar 2020,-12.7,8.7,737.0,13113.0,-2989.0,1082.0
1335,24 Mar 2020,8.2,-0.5,3197.0,11905.0,-2153.0,1554.0
1334,25 Mar 2020,15.9,-7.2,-45.0,13318.0,-1893.0,738.0
1333,26 Mar 2020,-16.7,-106.7,-360.0,7401.0,-485.0,-770.0
1332,27 Mar 2020,5.0,-1.7,-29.0,6937.0,356.0,1704.0
1331,30 Mar 2020,-1.2,7.6,-967.0,7725.0,-4364.0,3550.0
1330,31 Mar 2020,10.0,-5.1,1506.0,7347.0,-3045.0,3576.0
1329,01 Apr 2020,-8.9,10.9,-1197.0,7950.0,-1117.0,-450.0
1328,03 Apr 2020,5.9,0.5,279.0,7546.0,-1961.0,227.0
1327,07 Apr 2020,5.7,-19.0,2368.0,8233.0,742.0,423.0
1326,08 Apr 2020,-8.1,1.2,-413.0,7919.0,1943.0,-1758.0
1325,09 Apr 2020,-0.8,4.0,755.0,8986.0,1738.0,-466.0
1324,13 Apr 2020,1.3,3.1,-475.0,8528.0,-1244.0,-1097.0
1323,15 Apr 2020,-1.2,-0.0,1283.0,8157.0,1359.0,-1098.0
1322,16 Apr 2020,-8.0,13.1,361.0,8529.0,-2920.0,1321.0
1321,17 Apr 2020,4.9,-1.4,-7.0,8713.0,-1392.0,534.0
1320,20 Apr 2020,-2.5,1.7,245.0,8834.0,-266.0,-789.0
1319,21 Apr 2020,-1.3,-1.4,-1071.0,9501.0,-2095.0,-68.0
1318,22 Apr 2020,5.9,-10.9,417.0,9556.0,-1326.0,864.0
1317,23 Apr 2020,-3.7,1.8,139.0,9374.0,-115.0,338.0
1316,24 Apr 2020,2.0,7.9,-456.0,9314.0,-207.0,-994.0
1315,27 Apr 2020,8.4,0.1,1548.0,9134.0,-916.0,1142.0
1314,28 Apr 2020,9.6,-7.9,692.0,9531.0,-122.0,389.0
1313,29 Apr 2020,3.5,3.0,-66.0,9621.0,722.0,79.0
1312,30 Apr 2020,-26.1,-7.4,-294.0,7120.0,1969.0,579.0
1311,04 May 2020,-6.9,17.5,-1606.0,6589.0,-1374.0,-1662.0
1310,05 May 2020,-6.7,-3.5,179.0,6428.0,-1059.0,-995.0
1309,06 May 2020,11.4,-5.2,511.0,6326.0,-494.0,322.0
1308,07 May 2020,0.9,10.1,-1628.0,6247.0,19056.0,3818.0
1307,08 May 2020,4.1,3.8,329.0,6078.0,1725.0,-1503.0
1306,11 May 2020,-3.9,3.5,806.0,5735.0,535.0,-822.0
1305,12 May 2020,1.2,0.2,-872.0,5935.0,-1662.0,-364.0
1304,13 May 2020,-19.9,-10.4,-49.0,4758.0,-283.0,233.0
1303,14 May 2020,-1.4,10.7,-1328.0,5007.0,-2153.0,802.0
1302,15 May 2020,5.3,6.5,-620.0,5185.0,-2388.0,1226.0
1301,18 May 2020,-10.5,0.4,-803.0,5609.0,-2513.0,-152.0
1300,19 May 2020,24.7,-11.5,2332.0,5484.0,-1328.0,1660.0
1299,20 May 2020,1.4,-6.8,216.0,5753.0,-1467.0,2373.0
1298,21 May 2020,-8.9,-3.7,-471.0,6489.0,-259.0,402.0
1297,22 May 2020,3.8,22.9,-671.0,7424.0,-1354.0,-344.0
1296,26 May 2020,-4.0,11.4,189.0,7168.0,4716.0,2841.0
1295,27 May 2020,34.2,-9.2,1664.0,10178.0,-335.0,2409.0
1294,28 May 2020,-4.7,-20.7,-354.0,7627.0,2354.0,145.0
1293,29 May 2020,6.7,-1.9,-631.0,6846.0,1461.0,967.0
1292,01 Jun 2020,-5.3,4.2,136.0,7534.0,1575.0,-459.0
1291,02 Jun 2020,13.8,-4.9,357.0,8220.0,7498.0,441.0
1290,03 Jun 2020,-0.9,-0.4,532.0,8712.0,1851.0,-782.0
1289,04 Jun 2020,-4.9,3.5,-1266.0,7712.0,2905.0,-847.0
1288,05 Jun 2020,12.5,-2.1,-345.0,8523.0,98.0,47.0
1287,08 Jun 2020,-0.4,-0.8,-439.0,8302.0,813.0,-1238.0
1286,09 Jun 2020,-6.2,-1.3,226.0,8181.0,491.0,-733.0
1285,10 Jun 2020,8.8,-12.8,294.0,8726.0,-919.0,501.0
1284,11 Jun 2020,-18.0,28.8,-923.0,8414.0,-805.0,-874.0
1283,12 Jun 2020,3.0,-16.0,-502.0,8580.0,-1311.0,1945.0
1282,15 Jun 2020,-6.5,10.9,-355.0,7886.0,-2960.0,1076.0
1281,16 Jun 2020,-0.3,-0.7,114.0,8135.0,-1479.0,1162.0
1280,17 Jun 2020,-13.7,-8.0,266.0,7748.0,-487.0,168.0
1279,18 Jun 2020,11.7,-12.5,172.0,7551.0,367.0,1131.0
1278,19 Jun 2020,2.2,3.3,511.0,8193.0,1237.0,-881.0
1277,22 Jun 2020,-3.2,-0.4,76.0,8674.0,424.0,-1288.0
1276,23 Jun 2020,7.8,-12.5,-115.0,9609.0,169.0,454.0
1275,24 Jun 2020,-14.0,11.3,-1051.0,9406.0,1767.0,-1525.0
1274,25 Jun 2020,-22.6,4.9,-1002.0,6646.0,-1051.0,-256.0
1273,26 Jun 2020,14.5,0.5,-190.0,7912.0,-753.0,1304.0
1272,29 Jun 2020,-12.3,8.6,-1242.0,7229.0,-1937.0,1036.0
1271,30 Jun 2020,3.6,13.3,367.0,7240.0,-2000.0,2051.0
1270,01 Jul 2020,-9.8,-11.2,1115.0,6694.0,-1696.0,1377.0
1269,02 Jul 2020,16.0,-11.3,706.0,6630.0,-557.0,909.0
1268,03 Jul 2020,4.7,2.5,504.0,6934.0,857.0,-332.0
1267,06 Jul 2020,15.8,-6.3,704.0,7456.0,348.0,263.0
1266,07 Jul 2020,2.9,-0.1,-409.0,7117.0,830.0,-784.0
1265,08 Jul 2020,7.5,7.7,1002.0,7686.0,-995.0,-853.0
1264,09 Jul 2020,-6.6,-7.3,1331.0,8971.0,213.0,-803.0
1263,10 Jul 2020,-10.8,29.5,-1610.0,8369.0,-1031.0,-431.0
1262,13 Jul 2020,-5.4,6.2,-498.0,7804.0,222.0,-1486.0
1261,14 Jul 2020,-8.7,7.3,-1645.0,8799.0,-1566.0,-650.0
1260,15 Jul 2020,6.3,-10.3,1590.0,7798.0,-222.0,-899.0
1259,16 Jul 2020,17.0,-6.6,-644.0,8161.0,-1091.0,1660.0
1258,17 Jul 2020,8.8,-3.1,652.0,8104.0,697.0,-209.0
1257,20 Jul 2020,-4.1,1.4,-68.0,8534.0,1710.0,-1522.0
1256,21 Jul 2020,16.8,-6.9,857.0,9663.0,2266.0,-727.0
1255,22 Jul 2020,-2.1,9.6,337.0,9963.0,1666.0,-1139.0
1254,23 Jul 2020,-9.6,-1.8,220.0,10841.0,1741.0,-932.0
1253,24 Jul 2020,-10.1,-0.3,-1196.0,10206.0,410.0,-1003.0
1252,27 Jul 2020,-0.2,2.9,500.0,9518.0,-453.0,-978.0
1251,28 Jul 2020,4.0,-12.2,993.0,11096.0,246.0,-1017.0
1250,29 Jul 2020,-11.8,20.4,-819.0,13734.0,-353.0,-506.0
1249,30 Jul 2020,-1.9,-33.2,539.0,8845.0,207.0,-387.0
1248,31 Jul 2020,-2.2,7.0,30.0,9015.0,-959.0,443.0
1247,03 Aug 2020,-16.0,22.0,-2615.0,8694.0,7818.0,-136.0
1246,04 Aug 2020,24.3,-14.6,1228.0,7905.0,704.0,-666.0
1245,05 Aug 2020,-6.9,-1.5,-528.0,7235.0,-60.0,-426.0
1244,06 Aug 2020,16.8,-7.4,494.0,7958.0,637.0,-468.0
1243,07 Aug 2020,-6.5,-0.3,-63.0,8474.0,397.0,-439.0
1242,10 Aug 2020,-2.4,7.5,24.0,8481.0,303.0,-505.0
1241,11 Aug 2020,-1.2,2.4,106.0,8475.0,1014.0,-1416.0
1240,12 Aug 2020,2.9,7.3,-1163.0,8731.0,351.0,-940.0
1239,13 Aug 2020,5.1,-5.6,767.0,8903.0,416.0,-764.0
1238,14 Aug 2020,-0.8,4.1,413.0,8646.0,46.0,-797.0
1237,17 Aug 2020,8.9,-3.5,1558.0,9357.0,333.0,-718.0
1236,18 Aug 2020,7.4,7.1,-161.0,9571.0,1135.0,-379.0
1235,19 Aug 2020,-5.3,2.3,-250.0,9540.0,459.0,-97.0
1234,20 Aug 2020,-3.7,13.5,-1697.0,9619.0,-268.0,-672.0
1233,21 Aug 2020,14.8,-5.0,1236.0,10122.0,410.0,-251.0
1232,24 Aug 2020,9.2,-3.4,786.0,10174.0,219.0,-336.0
1231,25 Aug 2020,5.1,3.3,-144.0,10938.0,1481.0,-173.0
1230,26 Aug 2020,6.5,-7.6,360.0,14542.0,1581.0,-1195.0
1229,27 Aug 2020,-31.1,-3.0,600.0,11631.0,1164.0,-809.0
1228,28 Aug 2020,8.8,10.2,351.0,11352.0,1004.0,-544.0
1227,31 Aug 2020,-31.5,24.4,-4068.0,11127.0,-3395.0,681.0
1226,01 Sep 2020,15.1,-8.8,1035.0,10898.0,486.0,-775.0
1225,02 Sep 2020,-15.3,-1.1,-820.0,10771.0,991.0,-657.0
1224,03 Sep 2020,6.6,2.9,-772.0,10300.0,8.0,120.0
1223,04 Sep 2020,-0.6,1.2,-696.0,10006.0,-1889.0,-457.0
1222,07 Sep 2020,-3.5,-3.7,653.0,10075.0,-7.0,-816.0
1221,08 Sep 2020,0.4,4.9,211.0,9718.0,-1057.0,620.0
1220,09 Sep 2020,-6.0,21.9,-726.0,9766.0,-959.0,-264.0
1219,10 Sep 2020,21.4,-7.5,609.0,9157.0,838.0,-317.0
1218,11 Sep 2020,-4.5,6.6,-467.0,9608.0,1176.0,-724.0
1217,14 Sep 2020,-9.9,16.3,-829.0,10372.0,298.0,-120.0
1216,15 Sep 2020,14.5,-8.7,84.0,10470.0,1171.0,-896.0
1215,16 Sep 2020,2.8,4.5,-414.0,11195.0,265.0,-212.0
1214,17 Sep 2020,3.4,8.5,-673.0,11330.0,-250.0,-1068.0
1213,18 Sep 2020,6.5,6.5,1900.0,10212.0,205.0,-101.0
1212,21 Sep 2020,-15.8,5.9,432.0,10891.0,-540.0,-518.0
