TATACOFFEE,           Ratio_name Ratio_value company_name
SUVENPHAR,           Ratio_name Ratio_value company_name
0       margin_growth     0.71681    SUVENPHAR
1       margin_safety     2.79835    SUVENPHAR
2             ROA_pos           1    SUVENPHAR
3               fcfta           0    SUVENPHAR
4         accrual_pos           0    SUVENPHAR
5              fs_roa           0    SUVENPHAR
6           f_accrual           0    SUVENPHAR
7               lever           1    SUVENPHAR
8              liquid           1    SUVENPHAR
9   equity_repurchase           1    SUVENPHAR
10         asset_turn           0    SUVENPHAR
11          fs_margin           0    SUVENPHAR
REDINGTON,           Ratio_name Ratio_value company_name
0       margin_growth    0.909723    REDINGTON
1       margin_safety     10.2112    REDINGTON
2             ROA_pos           1    REDINGTON
3               fcfta           1    REDINGTON
4         accrual_pos           1    REDINGTON
5              fs_roa           0    REDINGTON
6           f_accrual           1    REDINGTON
7               lever           0    REDINGTON
8              liquid           1    REDINGTON
9   equity_repurchase           0    REDINGTON
10         asset_turn           1    REDINGTON
11          fs_margin           1    REDINGTON
BBTC,           Ratio_name Ratio_value company_name
0       margin_growth    0.869629         BBTC
1       margin_safety     5.24765         BBTC
2             ROA_pos           1         BBTC
3               fcfta           1         BBTC
4         accrual_pos           1         BBTC
5              fs_roa           0         BBTC
6           f_accrual           1         BBTC
7               lever           0         BBTC
8              liquid           0         BBTC
9   equity_repurchase           0         BBTC
10         asset_turn           0         BBTC
11          fs_margin           1         BBTC
MAHINDCIE,           Ratio_name Ratio_value company_name
0       margin_growth    0.752338    MAHINDCIE
1       margin_safety    0.833399    MAHINDCIE
2             ROA_pos           1    MAHINDCIE
3               fcfta           1    MAHINDCIE
4         accrual_pos           1    MAHINDCIE
5              fs_roa           0    MAHINDCIE
6           f_accrual           1    MAHINDCIE
7               lever           0    MAHINDCIE
8              liquid           0    MAHINDCIE
9   equity_repurchase           0    MAHINDCIE
10         asset_turn           0    MAHINDCIE
11          fs_margin           0    MAHINDCIE
GALAXYSURF,           Ratio_name Ratio_value company_name
0       margin_growth    0.894088   GALAXYSURF
1       margin_safety     8.98047   GALAXYSURF
2             ROA_pos           1   GALAXYSURF
3               fcfta           1   GALAXYSURF
4         accrual_pos           1   GALAXYSURF
5              fs_roa           1   GALAXYSURF
6           f_accrual           0   GALAXYSURF
7               lever           1   GALAXYSURF
8              liquid           1   GALAXYSURF
9   equity_repurchase           0   GALAXYSURF
10         asset_turn           0   GALAXYSURF
11          fs_margin           1   GALAXYSURF
FINCABLES,           Ratio_name Ratio_value company_name
0       margin_growth    0.968424    FINCABLES
1       margin_safety     6.93135    FINCABLES
2             ROA_pos           1    FINCABLES
3               fcfta           0    FINCABLES
4         accrual_pos           0    FINCABLES
5              fs_roa           1    FINCABLES
6           f_accrual           0    FINCABLES
7               lever           1    FINCABLES
8              liquid           0    FINCABLES
9   equity_repurchase           1    FINCABLES
10         asset_turn           0    FINCABLES
11          fs_margin           1    FINCABLES
HINDUNILVR,           Ratio_name Ratio_value company_name
0       margin_growth    0.889423   HINDUNILVR
1       margin_safety     17.1881   HINDUNILVR
2             ROA_pos           1   HINDUNILVR
3               fcfta           0   HINDUNILVR
4         accrual_pos           0   HINDUNILVR
5              fs_roa           0   HINDUNILVR
6           f_accrual           0   HINDUNILVR
7               lever           1   HINDUNILVR
8              liquid           1   HINDUNILVR
9   equity_repurchase           0   HINDUNILVR
10         asset_turn           0   HINDUNILVR
11          fs_margin           0   HINDUNILVR
HINDPETRO,           Ratio_name Ratio_value company_name
0       margin_growth    0.884981    HINDPETRO
1       margin_safety     2.04856    HINDPETRO
2             ROA_pos           1    HINDPETRO
3               fcfta           1    HINDPETRO
4         accrual_pos           1    HINDPETRO
5              fs_roa           1    HINDPETRO
6           f_accrual           0    HINDPETRO
7               lever           1    HINDPETRO
8              liquid           0    HINDPETRO
9   equity_repurchase           0    HINDPETRO
10         asset_turn           0    HINDPETRO
11          fs_margin           1    HINDPETRO
TATAINVEST,           Ratio_name Ratio_value company_name
0       margin_growth     1.02407   TATAINVEST
1       margin_safety     3.32654   TATAINVEST
2             ROA_pos           1   TATAINVEST
3               fcfta           0   TATAINVEST
4         accrual_pos           0   TATAINVEST
5              fs_roa           0   TATAINVEST
6           f_accrual           0   TATAINVEST
7               lever           1   TATAINVEST
8              liquid           1   TATAINVEST
9   equity_repurchase           0   TATAINVEST
10         asset_turn           0   TATAINVEST
11          fs_margin           1   TATAINVEST
POLYCAB,           Ratio_name Ratio_value company_name
0       margin_growth    0.837361      POLYCAB
1       margin_safety     6.23794      POLYCAB
2             ROA_pos           1      POLYCAB
3               fcfta           1      POLYCAB
4         accrual_pos           1      POLYCAB
5              fs_roa           0      POLYCAB
6           f_accrual           1      POLYCAB
7               lever           0      POLYCAB
8              liquid           1      POLYCAB
9   equity_repurchase           0      POLYCAB
10         asset_turn           0      POLYCAB
11          fs_margin           1      POLYCAB
CARBORUNIV,           Ratio_name Ratio_value company_name
0       margin_growth    0.907602   CARBORUNIV
1       margin_safety     3.81611   CARBORUNIV
2             ROA_pos           1   CARBORUNIV
3               fcfta           0   CARBORUNIV
4         accrual_pos           1   CARBORUNIV
5              fs_roa           0   CARBORUNIV
6           f_accrual           0   CARBORUNIV
7               lever           1   CARBORUNIV
8              liquid           1   CARBORUNIV
9   equity_repurchase           0   CARBORUNIV
10         asset_turn           0   CARBORUNIV
11          fs_margin           1   CARBORUNIV
MASFIN,           Ratio_name Ratio_value company_name
0       margin_growth    0.846305       MASFIN
1       margin_safety     7.03249       MASFIN
2             ROA_pos           1       MASFIN
3               fcfta           0       MASFIN
4         accrual_pos           0       MASFIN
5              fs_roa           0       MASFIN
6           f_accrual           0       MASFIN
7               lever           0       MASFIN
8              liquid           0       MASFIN
9   equity_repurchase           0       MASFIN
10         asset_turn           0       MASFIN
11          fs_margin           1       MASFIN
SUMICHEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.808844     SUMICHEM
1       margin_safety     6.97741     SUMICHEM
2             ROA_pos           1     SUMICHEM
3               fcfta           1     SUMICHEM
4         accrual_pos           1     SUMICHEM
5              fs_roa           1     SUMICHEM
6           f_accrual           0     SUMICHEM
7               lever           1     SUMICHEM
8              liquid           0     SUMICHEM
9   equity_repurchase           1     SUMICHEM
10         asset_turn           0     SUMICHEM
11          fs_margin           1     SUMICHEM
KALPATPOWR,           Ratio_name Ratio_value company_name
0       margin_growth    0.905616   KALPATPOWR
1       margin_safety     8.81713   KALPATPOWR
2             ROA_pos           1   KALPATPOWR
3               fcfta           0   KALPATPOWR
4         accrual_pos           1   KALPATPOWR
5              fs_roa           1   KALPATPOWR
6           f_accrual           0   KALPATPOWR
7               lever           1   KALPATPOWR
8              liquid           1   KALPATPOWR
9   equity_repurchase           1   KALPATPOWR
10         asset_turn           0   KALPATPOWR
11          fs_margin           0   KALPATPOWR
UFLEX,           Ratio_name Ratio_value company_name
0       margin_growth    0.884715        UFLEX
1       margin_safety     2.91023        UFLEX
2             ROA_pos           1        UFLEX
3               fcfta           1        UFLEX
4         accrual_pos           1        UFLEX
5              fs_roa           1        UFLEX
6           f_accrual           0        UFLEX
7               lever           1        UFLEX
8              liquid           0        UFLEX
9   equity_repurchase           0        UFLEX
10         asset_turn           0        UFLEX
11          fs_margin           1        UFLEX
OBEROIRLTY,           Ratio_name Ratio_value company_name
0       margin_growth     0.87604   OBEROIRLTY
1       margin_safety     4.00848   OBEROIRLTY
2             ROA_pos           1   OBEROIRLTY
3               fcfta           1   OBEROIRLTY
4         accrual_pos           0   OBEROIRLTY
5              fs_roa           0   OBEROIRLTY
6           f_accrual           1   OBEROIRLTY
7               lever           1   OBEROIRLTY
8              liquid           0   OBEROIRLTY
9   equity_repurchase           0   OBEROIRLTY
10         asset_turn           0   OBEROIRLTY
11          fs_margin           1   OBEROIRLTY
LAXMIMACH,           Ratio_name Ratio_value company_name
0       margin_growth     1.07075    LAXMIMACH
1       margin_safety    0.409462    LAXMIMACH
2             ROA_pos           1    LAXMIMACH
3               fcfta           1    LAXMIMACH
4         accrual_pos           1    LAXMIMACH
5              fs_roa           1    LAXMIMACH
6           f_accrual           0    LAXMIMACH
7               lever           1    LAXMIMACH
8              liquid           1    LAXMIMACH
9   equity_repurchase           0    LAXMIMACH
10         asset_turn           0    LAXMIMACH
11          fs_margin           1    LAXMIMACH
IRCON,           Ratio_name Ratio_value company_name
0       margin_growth     1.06008        IRCON
1       margin_safety     1.86832        IRCON
2             ROA_pos           1        IRCON
3               fcfta           0        IRCON
4         accrual_pos           0        IRCON
5              fs_roa           0        IRCON
6           f_accrual           0        IRCON
7               lever           0        IRCON
8              liquid           0        IRCON
9   equity_repurchase           1        IRCON
10         asset_turn           0        IRCON
11          fs_margin           0        IRCON
ASTRAL,           Ratio_name Ratio_value company_name
0       margin_growth    0.816326       ASTRAL
1       margin_safety      10.664       ASTRAL
2             ROA_pos           1       ASTRAL
3               fcfta           1       ASTRAL
4         accrual_pos           1       ASTRAL
5              fs_roa           1       ASTRAL
6           f_accrual           0       ASTRAL
7               lever           1       ASTRAL
8              liquid           1       ASTRAL
9   equity_repurchase           1       ASTRAL
10         asset_turn           0       ASTRAL
11          fs_margin           1       ASTRAL
ULTRACEMCO,           Ratio_name Ratio_value company_name
0       margin_growth    0.865497   ULTRACEMCO
1       margin_safety     6.43037   ULTRACEMCO
2             ROA_pos           1   ULTRACEMCO
3               fcfta           0   ULTRACEMCO
4         accrual_pos           0   ULTRACEMCO
5              fs_roa           0   ULTRACEMCO
6           f_accrual           0   ULTRACEMCO
7               lever           1   ULTRACEMCO
8              liquid           1   ULTRACEMCO
9   equity_repurchase           0   ULTRACEMCO
10         asset_turn           0   ULTRACEMCO
11          fs_margin           1   ULTRACEMCO
HEG,           Ratio_name Ratio_value company_name
0       margin_growth    0.413495          HEG
1       margin_safety   -0.285601          HEG
2             ROA_pos           0          HEG
3               fcfta           0          HEG
4         accrual_pos           0          HEG
5              fs_roa           0          HEG
6           f_accrual           0          HEG
7               lever           1          HEG
8              liquid           1          HEG
9   equity_repurchase           0          HEG
10         asset_turn           0          HEG
11          fs_margin           0          HEG
SYNGENE,           Ratio_name Ratio_value company_name
0       margin_growth    0.896439      SYNGENE
1       margin_safety     35.4819      SYNGENE
2             ROA_pos           1      SYNGENE
3               fcfta           1      SYNGENE
4         accrual_pos           1      SYNGENE
5              fs_roa           0      SYNGENE
6           f_accrual           1      SYNGENE
7               lever           1      SYNGENE
8              liquid           0      SYNGENE
9   equity_repurchase           1      SYNGENE
10         asset_turn           0      SYNGENE
11          fs_margin           1      SYNGENE
IBREALEST,           Ratio_name Ratio_value company_name
0       margin_growth     1.05341    IBREALEST
1       margin_safety    0.928076    IBREALEST
2             ROA_pos           1    IBREALEST
3               fcfta           1    IBREALEST
4         accrual_pos           1    IBREALEST
5              fs_roa           0    IBREALEST
6           f_accrual           1    IBREALEST
7               lever           1    IBREALEST
8              liquid           1    IBREALEST
9   equity_repurchase           1    IBREALEST
10         asset_turn           0    IBREALEST
11          fs_margin           0    IBREALEST
JSL,           Ratio_name Ratio_value company_name
0       margin_growth    0.899154          JSL
1       margin_safety     1.68536          JSL
2             ROA_pos           1          JSL
3               fcfta           1          JSL
4         accrual_pos           1          JSL
5              fs_roa           1          JSL
6           f_accrual           0          JSL
7               lever           1          JSL
8              liquid           0          JSL
9   equity_repurchase           1          JSL
10         asset_turn           0          JSL
11          fs_margin           1          JSL
ISEC,           Ratio_name Ratio_value company_name
0       margin_growth    0.785145         ISEC
1       margin_safety     3.53158         ISEC
2             ROA_pos           1         ISEC
3               fcfta           1         ISEC
4         accrual_pos           0         ISEC
5              fs_roa           1         ISEC
6           f_accrual           0         ISEC
7               lever           0         ISEC
8              liquid           0         ISEC
9   equity_repurchase           0         ISEC
10         asset_turn           0         ISEC
11          fs_margin           1         ISEC
AUROPHARMA,           Ratio_name Ratio_value company_name
0       margin_growth    0.899286   AUROPHARMA
1       margin_safety      2.9559   AUROPHARMA
2             ROA_pos           1   AUROPHARMA
3               fcfta           1   AUROPHARMA
4         accrual_pos           1   AUROPHARMA
5              fs_roa           1   AUROPHARMA
6           f_accrual           0   AUROPHARMA
7               lever           1   AUROPHARMA
8              liquid           0   AUROPHARMA
9   equity_repurchase           1   AUROPHARMA
10         asset_turn           0   AUROPHARMA
11          fs_margin           1   AUROPHARMA
NH,           Ratio_name Ratio_value company_name
0       margin_growth    0.815857           NH
1       margin_safety     1.76459           NH
2             ROA_pos           0           NH
3               fcfta           0           NH
4         accrual_pos           0           NH
5              fs_roa           0           NH
6           f_accrual           0           NH
7               lever           1           NH
8              liquid           0           NH
9   equity_repurchase           0           NH
10         asset_turn           0           NH
11          fs_margin           0           NH
MINDACORP,           Ratio_name Ratio_value company_name
0       margin_growth    0.818886    MINDACORP
1       margin_safety     0.27524    MINDACORP
2             ROA_pos           1    MINDACORP
3               fcfta           0    MINDACORP
4         accrual_pos           0    MINDACORP
5              fs_roa           1    MINDACORP
6           f_accrual           0    MINDACORP
7               lever           1    MINDACORP
8              liquid           0    MINDACORP
9   equity_repurchase           1    MINDACORP
10         asset_turn           0    MINDACORP
11          fs_margin           1    MINDACORP
INDIAMART,           Ratio_name Ratio_value company_name
0       margin_growth    0.569762    INDIAMART
1       margin_safety  0.00848984    INDIAMART
2             ROA_pos           1    INDIAMART
3               fcfta           1    INDIAMART
4         accrual_pos           1    INDIAMART
5              fs_roa           0    INDIAMART
6           f_accrual           1    INDIAMART
7               lever           1    INDIAMART
8              liquid           0    INDIAMART
9   equity_repurchase           1    INDIAMART
10         asset_turn           0    INDIAMART
11          fs_margin           1    INDIAMART
CENTURYPLY,           Ratio_name Ratio_value company_name
0       margin_growth    0.876126   CENTURYPLY
1       margin_safety     2.31106   CENTURYPLY
2             ROA_pos           1   CENTURYPLY
3               fcfta           1   CENTURYPLY
4         accrual_pos           1   CENTURYPLY
5              fs_roa           1   CENTURYPLY
6           f_accrual           0   CENTURYPLY
7               lever           1   CENTURYPLY
8              liquid           1   CENTURYPLY
9   equity_repurchase           0   CENTURYPLY
10         asset_turn           0   CENTURYPLY
11          fs_margin           1   CENTURYPLY
ADANIENT,           Ratio_name Ratio_value company_name
0       margin_growth     1.13719     ADANIENT
1       margin_safety    0.707826     ADANIENT
2             ROA_pos           1     ADANIENT
3               fcfta           0     ADANIENT
4         accrual_pos           0     ADANIENT
5              fs_roa           0     ADANIENT
6           f_accrual           0     ADANIENT
7               lever           0     ADANIENT
8              liquid           1     ADANIENT
9   equity_repurchase           0     ADANIENT
10         asset_turn           0     ADANIENT
11          fs_margin           1     ADANIENT
MAHSEAMLES,           Ratio_name Ratio_value company_name
0       margin_growth    0.810063   MAHSEAMLES
1       margin_safety     1.51882   MAHSEAMLES
2             ROA_pos           1   MAHSEAMLES
3               fcfta           0   MAHSEAMLES
4         accrual_pos           0   MAHSEAMLES
5              fs_roa           1   MAHSEAMLES
6           f_accrual           0   MAHSEAMLES
7               lever           1   MAHSEAMLES
8              liquid           1   MAHSEAMLES
9   equity_repurchase           0   MAHSEAMLES
10         asset_turn           0   MAHSEAMLES
11          fs_margin           0   MAHSEAMLES
CGCL,           Ratio_name Ratio_value company_name
0       margin_growth    0.807608         CGCL
1       margin_safety     1.73252         CGCL
2             ROA_pos           1         CGCL
3               fcfta           0         CGCL
4         accrual_pos           0         CGCL
5              fs_roa           1         CGCL
6           f_accrual           0         CGCL
7               lever           1         CGCL
8              liquid           1         CGCL
9   equity_repurchase           0         CGCL
10         asset_turn           1         CGCL
11          fs_margin           1         CGCL
ELGIEQUIP,           Ratio_name Ratio_value company_name
0       margin_growth    0.891559    ELGIEQUIP
1       margin_safety     4.19417    ELGIEQUIP
2             ROA_pos           1    ELGIEQUIP
3               fcfta           1    ELGIEQUIP
4         accrual_pos           1    ELGIEQUIP
5              fs_roa           1    ELGIEQUIP
6           f_accrual           0    ELGIEQUIP
7               lever           1    ELGIEQUIP
8              liquid           0    ELGIEQUIP
9   equity_repurchase           0    ELGIEQUIP
10         asset_turn           0    ELGIEQUIP
11          fs_margin           1    ELGIEQUIP
SYMPHONY,           Ratio_name Ratio_value company_name
0       margin_growth    0.963218     SYMPHONY
1       margin_safety     2.92534     SYMPHONY
2             ROA_pos           1     SYMPHONY
3               fcfta           1     SYMPHONY
4         accrual_pos           1     SYMPHONY
5              fs_roa           0     SYMPHONY
6           f_accrual           1     SYMPHONY
7               lever           1     SYMPHONY
8              liquid           0     SYMPHONY
9   equity_repurchase           0     SYMPHONY
10         asset_turn           0     SYMPHONY
11          fs_margin           0     SYMPHONY
DISHTV,           Ratio_name Ratio_value company_name
0       margin_growth    0.876213       DISHTV
1       margin_safety     3.75825       DISHTV
2             ROA_pos           0       DISHTV
3               fcfta           0       DISHTV
4         accrual_pos           0       DISHTV
5              fs_roa           1       DISHTV
6           f_accrual           0       DISHTV
7               lever           1       DISHTV
8              liquid           1       DISHTV
9   equity_repurchase           0       DISHTV
10         asset_turn           0       DISHTV
11          fs_margin           1       DISHTV
COCHINSHIP,           Ratio_name Ratio_value company_name
0       margin_growth    0.884714   COCHINSHIP
1       margin_safety     9.56051   COCHINSHIP
2             ROA_pos           1   COCHINSHIP
3               fcfta           1   COCHINSHIP
4         accrual_pos           0   COCHINSHIP
5              fs_roa           0   COCHINSHIP
6           f_accrual           1   COCHINSHIP
7               lever           1   COCHINSHIP
8              liquid           0   COCHINSHIP
9   equity_repurchase           1   COCHINSHIP
10         asset_turn           0   COCHINSHIP
11          fs_margin           1   COCHINSHIP
RELIANCE,           Ratio_name Ratio_value company_name
0       margin_growth    0.883308     RELIANCE
1       margin_safety     5.55821     RELIANCE
2             ROA_pos           1     RELIANCE
3               fcfta           0     RELIANCE
4         accrual_pos           0     RELIANCE
5              fs_roa           1     RELIANCE
6           f_accrual           0     RELIANCE
7               lever           1     RELIANCE
8              liquid           1     RELIANCE
9   equity_repurchase           1     RELIANCE
10         asset_turn           0     RELIANCE
11          fs_margin           1     RELIANCE
AKZOINDIA,           Ratio_name Ratio_value company_name
0       margin_growth    0.918151    AKZOINDIA
1       margin_safety  -0.0194743    AKZOINDIA
2             ROA_pos           1    AKZOINDIA
3               fcfta           0    AKZOINDIA
4         accrual_pos           0    AKZOINDIA
5              fs_roa           0    AKZOINDIA
6           f_accrual           0    AKZOINDIA
7               lever           1    AKZOINDIA
8              liquid           1    AKZOINDIA
9   equity_repurchase           0    AKZOINDIA
10         asset_turn           0    AKZOINDIA
11          fs_margin           1    AKZOINDIA
LEMONTREE,           Ratio_name Ratio_value company_name
0       margin_growth     0.93771    LEMONTREE
1       margin_safety    0.935902    LEMONTREE
2             ROA_pos           0    LEMONTREE
3               fcfta           1    LEMONTREE
4         accrual_pos           1    LEMONTREE
5              fs_roa           0    LEMONTREE
6           f_accrual           1    LEMONTREE
7               lever           0    LEMONTREE
8              liquid           1    LEMONTREE
9   equity_repurchase           1    LEMONTREE
10         asset_turn           0    LEMONTREE
11          fs_margin           0    LEMONTREE
VTL,           Ratio_name Ratio_value company_name
0       margin_growth    0.972426          VTL
1       margin_safety     2.57545          VTL
2             ROA_pos           1          VTL
3               fcfta           0          VTL
4         accrual_pos           0          VTL
5              fs_roa           0          VTL
6           f_accrual           0          VTL
7               lever           1          VTL
8              liquid           0          VTL
9   equity_repurchase           1          VTL
10         asset_turn           0          VTL
11          fs_margin           0          VTL
SUNTV,           Ratio_name Ratio_value company_name
0       margin_growth    0.957695        SUNTV
1       margin_safety     4.78851        SUNTV
2             ROA_pos           1        SUNTV
3               fcfta           1        SUNTV
4         accrual_pos           1        SUNTV
5              fs_roa           0        SUNTV
6           f_accrual           1        SUNTV
7               lever           1        SUNTV
8              liquid           0        SUNTV
9   equity_repurchase           0        SUNTV
10         asset_turn           0        SUNTV
11          fs_margin           1        SUNTV
FORTIS,           Ratio_name Ratio_value company_name
0       margin_growth    0.711222       FORTIS
1       margin_safety  -0.0846019       FORTIS
2             ROA_pos           0       FORTIS
3               fcfta           1       FORTIS
4         accrual_pos           1       FORTIS
5              fs_roa           0       FORTIS
6           f_accrual           1       FORTIS
7               lever           0       FORTIS
8              liquid           1       FORTIS
9   equity_repurchase           1       FORTIS
10         asset_turn           0       FORTIS
11          fs_margin           0       FORTIS
HDFCLIFE,           Ratio_name Ratio_value company_name
0       margin_growth    0.975137     HDFCLIFE
1       margin_safety     3.62309     HDFCLIFE
2             ROA_pos           1     HDFCLIFE
3               fcfta           1     HDFCLIFE
4         accrual_pos           1     HDFCLIFE
5              fs_roa           0     HDFCLIFE
6           f_accrual           1     HDFCLIFE
7               lever           0     HDFCLIFE
8              liquid           0     HDFCLIFE
9   equity_repurchase           1     HDFCLIFE
10         asset_turn           0     HDFCLIFE
11          fs_margin           0     HDFCLIFE
DIVISLAB,           Ratio_name Ratio_value company_name
0       margin_growth    0.870833     DIVISLAB
1       margin_safety     5.84075     DIVISLAB
2             ROA_pos           1     DIVISLAB
3               fcfta           1     DIVISLAB
4         accrual_pos           1     DIVISLAB
5              fs_roa           1     DIVISLAB
6           f_accrual           0     DIVISLAB
7               lever           1     DIVISLAB
8              liquid           1     DIVISLAB
9   equity_repurchase           0     DIVISLAB
10         asset_turn           0     DIVISLAB
11          fs_margin           1     DIVISLAB
GLENMARK,           Ratio_name Ratio_value company_name
0       margin_growth    0.915182     GLENMARK
1       margin_safety     5.92947     GLENMARK
2             ROA_pos           1     GLENMARK
3               fcfta           0     GLENMARK
4         accrual_pos           1     GLENMARK
5              fs_roa           1     GLENMARK
6           f_accrual           0     GLENMARK
7               lever           1     GLENMARK
8              liquid           0     GLENMARK
9   equity_repurchase           0     GLENMARK
10         asset_turn           0     GLENMARK
11          fs_margin           1     GLENMARK
WOCKPHARMA,           Ratio_name Ratio_value company_name
0       margin_growth     4.75915   WOCKPHARMA
1       margin_safety    0.373809   WOCKPHARMA
2             ROA_pos           1   WOCKPHARMA
3               fcfta           1   WOCKPHARMA
4         accrual_pos           1   WOCKPHARMA
5              fs_roa           1   WOCKPHARMA
6           f_accrual           0   WOCKPHARMA
7               lever           1   WOCKPHARMA
8              liquid           1   WOCKPHARMA
9   equity_repurchase           1   WOCKPHARMA
10         asset_turn           0   WOCKPHARMA
11          fs_margin           0   WOCKPHARMA
AMBER,           Ratio_name Ratio_value company_name
0       margin_growth    0.846381        AMBER
1       margin_safety     3.87297        AMBER
2             ROA_pos           1        AMBER
3               fcfta           1        AMBER
4         accrual_pos           1        AMBER
5              fs_roa           0        AMBER
6           f_accrual           1        AMBER
7               lever           1        AMBER
8              liquid           0        AMBER
9   equity_repurchase           1        AMBER
10         asset_turn           0        AMBER
11          fs_margin           0        AMBER
TCS,           Ratio_name Ratio_value company_name
0       margin_growth    0.915912          TCS
1       margin_safety     8.66177          TCS
2             ROA_pos           1          TCS
3               fcfta           0          TCS
4         accrual_pos           0          TCS
5              fs_roa           0          TCS
6           f_accrual           0          TCS
7               lever           1          TCS
8              liquid           1          TCS
9   equity_repurchase           1          TCS
10         asset_turn           0          TCS
11          fs_margin           1          TCS
MUTHOOTFIN,           Ratio_name Ratio_value company_name
0       margin_growth    0.854751   MUTHOOTFIN
1       margin_safety     15.0082   MUTHOOTFIN
2             ROA_pos           1   MUTHOOTFIN
3               fcfta           0   MUTHOOTFIN
4         accrual_pos           1   MUTHOOTFIN
5              fs_roa           0   MUTHOOTFIN
6           f_accrual           0   MUTHOOTFIN
7               lever           1   MUTHOOTFIN
8              liquid           0   MUTHOOTFIN
9   equity_repurchase           1   MUTHOOTFIN
10         asset_turn           0   MUTHOOTFIN
11          fs_margin           1   MUTHOOTFIN
SOLARA,           Ratio_name Ratio_value company_name
0       margin_growth    0.627345       SOLARA
1       margin_safety     2.13845       SOLARA
2             ROA_pos           1       SOLARA
3               fcfta           1       SOLARA
4         accrual_pos           1       SOLARA
5              fs_roa           1       SOLARA
6           f_accrual           0       SOLARA
7               lever           1       SOLARA
8              liquid           0       SOLARA
9   equity_repurchase           0       SOLARA
10         asset_turn           0       SOLARA
11          fs_margin           1       SOLARA
MFSL,           Ratio_name Ratio_value company_name
0       margin_growth    0.990213         MFSL
1       margin_safety    0.073783         MFSL
2             ROA_pos           1         MFSL
3               fcfta           0         MFSL
4         accrual_pos           0         MFSL
5              fs_roa           1         MFSL
6           f_accrual           0         MFSL
7               lever           1         MFSL
8              liquid           0         MFSL
9   equity_repurchase           0         MFSL
10         asset_turn           0         MFSL
11          fs_margin           0         MFSL
TRENT,           Ratio_name Ratio_value company_name
0       margin_growth    0.799624        TRENT
1       margin_safety   -0.140286        TRENT
2             ROA_pos           0        TRENT
3               fcfta           1        TRENT
4         accrual_pos           1        TRENT
5              fs_roa           0        TRENT
6           f_accrual           1        TRENT
7               lever           0        TRENT
8              liquid           1        TRENT
9   equity_repurchase           0        TRENT
10         asset_turn           0        TRENT
11          fs_margin           0        TRENT
POLYPLEX,           Ratio_name Ratio_value company_name
0       margin_growth    0.731354     POLYPLEX
1       margin_safety      1.5796     POLYPLEX
2             ROA_pos           1     POLYPLEX
3               fcfta           0     POLYPLEX
4         accrual_pos           0     POLYPLEX
5              fs_roa           1     POLYPLEX
6           f_accrual           0     POLYPLEX
7               lever           1     POLYPLEX
8              liquid           0     POLYPLEX
9   equity_repurchase           0     POLYPLEX
10         asset_turn           0     POLYPLEX
11          fs_margin           1     POLYPLEX
SHILPAMED,           Ratio_name Ratio_value company_name
0       margin_growth    0.985858    SHILPAMED
1       margin_safety     4.32543    SHILPAMED
2             ROA_pos           1    SHILPAMED
3               fcfta           1    SHILPAMED
4         accrual_pos           1    SHILPAMED
5              fs_roa           0    SHILPAMED
6           f_accrual           1    SHILPAMED
7               lever           0    SHILPAMED
8              liquid           0    SHILPAMED
9   equity_repurchase           1    SHILPAMED
10         asset_turn           0    SHILPAMED
11          fs_margin           0    SHILPAMED
AARTIIND,           Ratio_name Ratio_value company_name
0       margin_growth    0.875087     AARTIIND
1       margin_safety     8.27959     AARTIIND
2             ROA_pos           1     AARTIIND
3               fcfta           1     AARTIIND
4         accrual_pos           1     AARTIIND
5              fs_roa           0     AARTIIND
6           f_accrual           1     AARTIIND
7               lever           0     AARTIIND
8              liquid           1     AARTIIND
9   equity_repurchase           0     AARTIIND
10         asset_turn           0     AARTIIND
11          fs_margin           0     AARTIIND
GMMPFAUDLR,           Ratio_name Ratio_value company_name
0       margin_growth    0.797838   GMMPFAUDLR
1       margin_safety     4.71454   GMMPFAUDLR
2             ROA_pos           1   GMMPFAUDLR
3               fcfta           1   GMMPFAUDLR
4         accrual_pos           1   GMMPFAUDLR
5              fs_roa           0   GMMPFAUDLR
6           f_accrual           1   GMMPFAUDLR
7               lever           0   GMMPFAUDLR
8              liquid           0   GMMPFAUDLR
9   equity_repurchase           0   GMMPFAUDLR
10         asset_turn           0   GMMPFAUDLR
11          fs_margin           0   GMMPFAUDLR
JKLAKSHMI,           Ratio_name Ratio_value company_name
0       margin_growth    0.861643    JKLAKSHMI
1       margin_safety     2.18788    JKLAKSHMI
2             ROA_pos           1    JKLAKSHMI
3               fcfta           1    JKLAKSHMI
4         accrual_pos           1    JKLAKSHMI
5              fs_roa           1    JKLAKSHMI
6           f_accrual           0    JKLAKSHMI
7               lever           1    JKLAKSHMI
8              liquid           1    JKLAKSHMI
9   equity_repurchase           1    JKLAKSHMI
10         asset_turn           0    JKLAKSHMI
11          fs_margin           1    JKLAKSHMI
BSOFT,           Ratio_name Ratio_value company_name
0       margin_growth    0.943882        BSOFT
1       margin_safety     4.27061        BSOFT
2             ROA_pos           1        BSOFT
3               fcfta           0        BSOFT
4         accrual_pos           1        BSOFT
5              fs_roa           1        BSOFT
6           f_accrual           0        BSOFT
7               lever           1        BSOFT
8              liquid           1        BSOFT
9   equity_repurchase           1        BSOFT
10         asset_turn           0        BSOFT
11          fs_margin           1        BSOFT
